Date          Cases      
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/19          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/20          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/21          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/22          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/24          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/25          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/26          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/27          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/28          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
2021/05/29          00
